vehicle_type,make,model,version,fuel,year,kms,power,doors,shift,color,photos,description,price,currency,location,publish_date,update_date,dealer_name,dealer_description,dealer_address,dealer_zip_code,dealer_city,dealer_country_code,dealer_is_professional,dealer_website,dealer_registered_at,date
car,SsangYong,Korando,D20T 175cv Limited Auto 4x4,Diésel,2014,114000.0,175.0,,automatic,,10,"OFERTAS SAN VALETÍN FLEXICAR,¡hasta un 20% de descuento! Para comprar o vender tu coche, primero en FLEXICAR.ES *** Con más de 75 concesionarios y más de 6500 vehículos en stock, ¡somos el grupo líder del sector en vehículos de ocasión! *** Vehículo disponible en nuestro concesionario Flexicar Xativa, Ctra. de Simat, S/N, Apto Correos 102, 46800 Xàtiva, Valencia. Te lo enviamos a cualquier punto de la península y Baleares. Entrega a domicilio. *** Precio al contado: 13.990 €. *** Precio financiado: 10.990 € financiando el 100% del importe (sujeto a condiciones de financiación de las entidades colaboradoras). *** Si tu coche tiene menos de 8 años o lo entregas como parte de pago, tienes asegurada la mejor tasación del mercado. Tásalo ahora en flexicar.es. *** La propuesta integral de Flexicar incluye: todos los trámites vinculados a la compra, seguro en todas sus modalidades, garantía Flexicar Premium y financiación del 100% del importe. *** HORARIO ATENCIÓN TELEFÓNICA: de lunes a sábado, de 9:00 a 20:30; Domingos, de 10:00 a 14:00 y de 16:30 a 20:30. *** Encuentra tu vehículo km 0, seminuevo o de ocasión en la mayor red de concesionarios de España. ¡VEN A VISITARNOS! HORARIO DE APERTURA: de lunes a sábado, de 9:30 a 20:30. *** 14 concesionarios en Madrid: Alcalá de Henares, Alcobendas, Alcorcón, Aravaca, Coslada, Fuenlabrada, Getafe-Fuenlabrada, Las Rozas, Leganés, Móstoles, 2 centros en Rivas Vaciamadrid, San Fernando, San Sebastián de los Reyes. *** 11 concesionarios en Barcelona: Badalona, Badalona 2, Esplugas de Llobregat, Gavá, Granollers, Hospitalet de Llobregat, Mataró, 3 en Sabadell, Viladecans. Y también: A Coruña, Alicante, Almería, Barakaldo, 3 centros en Bilbao, Burgos, Castellón, Córdoba, Elche, Estepona, Girona, 2 centros en Granada, Huelva, Irún, 2 centros en Jaén, La Línea, León, 3 centros en Málaga, Mallorca, Marbella, 2 centros en Murcia, Oviedo, Salamanca, 3 centros en Sevilla, Tarragona, Toledo, Torrevieja, 2 centros en Valencia, Valladolid, Vill",10990,EUR,Vigo,2023-02-04,2023-02-04,Flexicar V.,"Para Comprar o Vender tu coche, Primero en FLEXICAR.ES. Somos los nº1 con la mayor red de concesionarios de España de vehículos de segunda mano, seminuevos y km 0. Visita nuestra web www.flexicar.es y pide cita en tu concesionario más cercano","Avenida Antonio Palacios, Castrelos, Vigo, Pontevedra, Galicia, 36210, España",36211.0,Vigo,ES,True,www.flexicar.es,2021-05-12,2023-02-07
car,SsangYong,Korando,D20T 175cv Limited Auto 4x4,Diésel,2014,114000.0,175.0,,automatic,,10,"OFERTAS SAN VALETÍN FLEXICAR,¡hasta un 20% de descuento! Para comprar o vender tu coche, primero en FLEXICAR.ES *** Con más de 75 concesionarios y más de 6500 vehículos en stock, ¡somos el grupo líder del sector en vehículos de ocasión! *** Vehículo disponible en nuestro concesionario Flexicar Xativa, Ctra. de Simat, S/N, Apto Correos 102, 46800 Xàtiva, Valencia. Te lo enviamos a cualquier punto de la península y Baleares. Entrega a domicilio. *** Precio al contado: 13.990 €. *** Precio financiado: 10.990 € financiando el 100% del importe (sujeto a condiciones de financiación de las entidades colaboradoras). *** Si tu coche tiene menos de 8 años o lo entregas como parte de pago, tienes asegurada la mejor tasación del mercado. Tásalo ahora en flexicar.es. *** La propuesta integral de Flexicar incluye: todos los trámites vinculados a la compra, seguro en todas sus modalidades, garantía Flexicar Premium y financiación del 100% del importe. *** HORARIO ATENCIÓN TELEFÓNICA: de lunes a sábado, de 9:00 a 20:30; Domingos, de 10:00 a 14:00 y de 16:30 a 20:30. *** Encuentra tu vehículo km 0, seminuevo o de ocasión en la mayor red de concesionarios de España. ¡VEN A VISITARNOS! HORARIO DE APERTURA: de lunes a sábado, de 9:30 a 20:30. *** 14 concesionarios en Madrid: Alcalá de Henares, Alcobendas, Alcorcón, Aravaca, Coslada, Fuenlabrada, Getafe-Fuenlabrada, Las Rozas, Leganés, Móstoles, 2 centros en Rivas Vaciamadrid, San Fernando, San Sebastián de los Reyes. *** 11 concesionarios en Barcelona: Badalona, Badalona 2, Esplugas de Llobregat, Gavá, Granollers, Hospitalet de Llobregat, Mataró, 3 en Sabadell, Viladecans. Y también: A Coruña, Alicante, Almería, Barakaldo, 3 centros en Bilbao, Burgos, Castellón, Córdoba, Elche, Estepona, Girona, 2 centros en Granada, Huelva, Irún, 2 centros en Jaén, La Línea, León, 3 centros en Málaga, Mallorca, Marbella, 2 centros en Murcia, Oviedo, Salamanca, 3 centros en Sevilla, Tarragona, Toledo, Torrevieja, 2 centros en Valencia, Valladolid, Vill",10990,EUR,Bilbao,2023-02-04,2023-02-04,FLEXICAR B.,"Para Comprar o Vender tu coche, Primero en FLEXICAR.ES. Somos los nº1 con la mayor red de concesionarios de España de vehículos de segunda mano, seminuevos y km 0. Visita nuestra web www.flexicar.es y pide cita en tu concesionario más cercano","51, Calle Rodríguez Arias / Rodriguez Arias kalea, Indautxu, Abando, Bilbao, Bizkaia, Euskadi, 48011, España",48004.0,Bilbao,ES,True,www.flexicar.es,2020-10-22,2023-02-07
car,SsangYong,Korando,D20T 175cv Limited Auto 4x4,Diésel,2014,114000.0,175.0,,automatic,,10,"Para comprar o vender tu coche, primero en FLEXICAR.ES *** Con más de 75 concesionarios y más de 6500 vehículos en stock, ¡somos el grupo líder del sector en vehículos de ocasión! *** Vehículo disponible en nuestro concesionario Flexicar Xativa, Ctra. de Simat, S/N, Apto Correos 102, 46800 Xàtiva, Valencia. Te lo enviamos a cualquier punto de la península y Baleares. Entrega a domicilio. *** Precio al contado: 13.990 €. *** Precio financiado: 10.990 € financiando el 100% del importe (sujeto a condiciones de financiación de las entidades colaboradoras). *** Si tu coche tiene menos de 8 años o lo entregas como parte de pago, tienes asegurada la mejor tasación del mercado. Tásalo ahora en flexicar.es. *** La propuesta integral de Flexicar incluye: todos los trámites vinculados a la compra, seguro en todas sus modalidades, garantía Flexicar Premium y financiación del 100% del importe. *** HORARIO ATENCIÓN TELEFÓNICA: de lunes a sábado, de 9:00 a 20:30; Domingos, de 10:00 a 14:00 y de 16:30 a 20:30. *** Encuentra tu vehículo km 0, seminuevo o de ocasión en la mayor red de concesionarios de España. ¡VEN A VISITARNOS! HORARIO DE APERTURA: de lunes a sábado, de 9:30 a 20:30. *** 14 concesionarios en Madrid: Alcalá de Henares, Alcobendas, Alcorcón, Aravaca, Coslada, Fuenlabrada, Getafe-Fuenlabrada, Las Rozas, Leganés, Móstoles, 2 centros en Rivas Vaciamadrid, San Fernando, San Sebastián de los Reyes. *** 11 concesionarios en Barcelona: Badalona, Badalona 2, Esplugas de Llobregat, Gavá, Granollers, Hospitalet de Llobregat, Mataró, 3 en Sabadell, Viladecans. Y también: A Coruña, Alicante, Almería, Barakaldo, 3 centros en Bilbao, Burgos, Castellón, Córdoba, Elche, Estepona, Girona, 2 centros en Granada, Huelva, Irún, 2 centros en Jaén, La Línea, León, 3 centros en Málaga, Mallorca, Marbella, 2 centros en Murcia, Oviedo, Salamanca, 3 centros en Sevilla, Tarragona, Toledo, Torrevieja, 2 centros en Valencia, Valladolid, Villarreal, Vigo, Xátiva, Zafra, 2 centros en Zaragoza. ***Es",10990,EUR,Alicante/Alacant,2023-02-04,2023-02-04,FLEXICAR A.,"Para Comprar o Vender tu coche, Primero en FLEXICAR.ES. Somos los nº1 con la mayor red de concesionarios de España de vehículos de segunda mano, seminuevos y km 0. Visita nuestra web www.flexicar.es y pide cita en tu concesionario más cercano","Colegio Privado Don Bosco Salesianos, avenida Vicente Blasco Ibáñez, la Florida Alta, Alacant / Alicante, l'Alacantí, Alacant / Alicante, Comunitat Valenciana, 03005, España",3010.0,Alicante/Alacant,ES,True,www.flexicar.es,2021-05-11,2023-02-07
car,SsangYong,Korando,D20T 175cv Limited Auto 4x4,Diésel,2014,114000.0,175.0,,automatic,,10,"Para comprar o vender tu coche, primero en FLEXICAR.ES *** Con más de 75 concesionarios y más de 6500 vehículos en stock, ¡somos el grupo líder del sector en vehículos de ocasión! *** Vehículo disponible en nuestro concesionario Flexicar Xativa, Ctra. de Simat, S/N, Apto Correos 102, 46800 Xàtiva, Valencia. Te lo enviamos a cualquier punto de la península y Baleares. Entrega a domicilio. *** Precio al contado: 13.990 €. *** Precio financiado: 10.990 € financiando el 100% del importe (sujeto a condiciones de financiación de las entidades colaboradoras). *** Si tu coche tiene menos de 8 años o lo entregas como parte de pago, tienes asegurada la mejor tasación del mercado. Tásalo ahora en flexicar.es. *** La propuesta integral de Flexicar incluye: todos los trámites vinculados a la compra, seguro en todas sus modalidades, garantía Flexicar Premium y financiación del 100% del importe. *** HORARIO ATENCIÓN TELEFÓNICA: de lunes a sábado, de 9:00 a 20:30; Domingos, de 10:00 a 14:00 y de 16:30 a 20:30. *** Encuentra tu vehículo km 0, seminuevo o de ocasión en la mayor red de concesionarios de España. ¡VEN A VISITARNOS! HORARIO DE APERTURA: de lunes a sábado, de 9:30 a 20:30. *** 14 concesionarios en Madrid: Alcalá de Henares, Alcobendas, Alcorcón, Aravaca, Coslada, Fuenlabrada, Getafe-Fuenlabrada, Las Rozas, Leganés, Móstoles, 2 centros en Rivas Vaciamadrid, San Fernando, San Sebastián de los Reyes. *** 11 concesionarios en Barcelona: Badalona, Badalona 2, Esplugas de Llobregat, Gavá, Granollers, Hospitalet de Llobregat, Mataró, 3 en Sabadell, Viladecans. Y también: A Coruña, Alicante, Almería, Barakaldo, 3 centros en Bilbao, Burgos, Castellón, Córdoba, Elche, Estepona, Girona, 2 centros en Granada, Huelva, Irún, 2 centros en Jaén, La Línea, León, 3 centros en Málaga, Mallorca, Marbella, 2 centros en Murcia, Oviedo, Salamanca, 3 centros en Sevilla, Tarragona, Toledo, Torrevieja, 2 centros en Valencia, Valladolid, Villarreal, Vigo, Xátiva, Zafra, 2 centros en Zaragoza. ***Es",10990,EUR,Granada,2023-02-04,2023-02-04,FLEXICAR G.,"Para Comprar o Vender tu coche, Primero en FLEXICAR.ES. Somos los nº1 con la mayor red de concesionarios de España de vehículos de segunda mano, seminuevos y km 0. Visita nuestra web www.flexicar.es y pide cita en tu concesionario más cercano","Cámara, Calle Pedro Antonio de Alarcón, Ronda, Granada, Comarca de la Vega de Granada, Granada, Andalucía, 18002, España",18005.0,Granada,ES,True,www.flexicar.es,2021-05-12,2023-02-07
car,SsangYong,Korando,D20T 175cv Limited Auto 4x4,Diésel,2014,114000.0,175.0,,automatic,,10,"Para comprar o vender tu coche, primero en FLEXICAR.ES *** Con más de 75 concesionarios y más de 6500 vehículos en stock, ¡somos el grupo líder del sector en vehículos de ocasión! *** Vehículo disponible en nuestro concesionario Flexicar Xativa, Ctra. de Simat, S/N, Apto Correos 102, 46800 Xàtiva, Valencia. Te lo enviamos a cualquier punto de la península y Baleares. Entrega a domicilio. *** Precio al contado: 13.990 €. *** Precio financiado: 10.990 € financiando el 100% del importe (sujeto a condiciones de financiación de las entidades colaboradoras). *** Si tu coche tiene menos de 8 años o lo entregas como parte de pago, tienes asegurada la mejor tasación del mercado. Tásalo ahora en flexicar.es. *** La propuesta integral de Flexicar incluye: todos los trámites vinculados a la compra, seguro en todas sus modalidades, garantía Flexicar Premium y financiación del 100% del importe. *** HORARIO ATENCIÓN TELEFÓNICA: de lunes a sábado, de 9:00 a 20:30; Domingos, de 10:00 a 14:00 y de 16:30 a 20:30. *** Encuentra tu vehículo km 0, seminuevo o de ocasión en la mayor red de concesionarios de España. ¡VEN A VISITARNOS! HORARIO DE APERTURA: de lunes a sábado, de 9:30 a 20:30. *** 14 concesionarios en Madrid: Alcalá de Henares, Alcobendas, Alcorcón, Aravaca, Coslada, Fuenlabrada, Getafe-Fuenlabrada, Las Rozas, Leganés, Móstoles, 2 centros en Rivas Vaciamadrid, San Fernando, San Sebastián de los Reyes. *** 11 concesionarios en Barcelona: Badalona, Badalona 2, Esplugas de Llobregat, Gavá, Granollers, Hospitalet de Llobregat, Mataró, 3 en Sabadell, Viladecans. Y también: A Coruña, Alicante, Almería, Barakaldo, 3 centros en Bilbao, Burgos, Castellón, Córdoba, Elche, Estepona, Girona, 2 centros en Granada, Huelva, Irún, 2 centros en Jaén, La Línea, León, 3 centros en Málaga, Mallorca, Marbella, 2 centros en Murcia, Oviedo, Salamanca, 3 centros en Sevilla, Tarragona, Toledo, Torrevieja, 2 centros en Valencia, Valladolid, Villarreal, Vigo, Xátiva, Zafra, 2 centros en Zaragoza. ***Es",10990,EUR,Málaga,2023-02-04,2023-02-04,FLEXICAR M.,"Para Comprar o Vender tu coche, Primero en FLEXICAR.ES. Somos los nº1 con la mayor red de concesionarios de España de vehículos de segunda mano, seminuevos y km 0. Visita nuestra web www.flexicar.es y pide cita en tu concesionario más cercano","Mercado de El Carmen, 1, Calle Senador Francisco Román, El Perchel, Centro, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29002, España",29005.0,Málaga,ES,True,www.flexicar.es,2017-02-28,2023-02-07
car,SsangYong,Korando,D20T 175cv Limited Auto 4x4,Diésel,2014,114000.0,175.0,,automatic,,10,"OFERTAS SAN VALETÍN FLEXICAR,¡hasta un 20% de descuento! Para comprar o vender tu coche, primero en FLEXICAR.ES *** Con más de 75 concesionarios y más de 6500 vehículos en stock, ¡somos el grupo líder del sector en vehículos de ocasión! *** Vehículo disponible en nuestro concesionario Flexicar Xativa, Ctra. de Simat, S/N, Apto Correos 102, 46800 Xàtiva, Valencia. Te lo enviamos a cualquier punto de la península y Baleares. Entrega a domicilio. *** Precio al contado: 13.990 €. *** Precio financiado: 10.990 € financiando el 100% del importe (sujeto a condiciones de financiación de las entidades colaboradoras). *** Si tu coche tiene menos de 8 años o lo entregas como parte de pago, tienes asegurada la mejor tasación del mercado. Tásalo ahora en flexicar.es. *** La propuesta integral de Flexicar incluye: todos los trámites vinculados a la compra, seguro en todas sus modalidades, garantía Flexicar Premium y financiación del 100% del importe. *** HORARIO ATENCIÓN TELEFÓNICA: de lunes a sábado, de 9:00 a 20:30; Domingos, de 10:00 a 14:00 y de 16:30 a 20:30. *** Encuentra tu vehículo km 0, seminuevo o de ocasión en la mayor red de concesionarios de España. ¡VEN A VISITARNOS! HORARIO DE APERTURA: de lunes a sábado, de 9:30 a 20:30. *** 14 concesionarios en Madrid: Alcalá de Henares, Alcobendas, Alcorcón, Aravaca, Coslada, Fuenlabrada, Getafe-Fuenlabrada, Las Rozas, Leganés, Móstoles, 2 centros en Rivas Vaciamadrid, San Fernando, San Sebastián de los Reyes. *** 11 concesionarios en Barcelona: Badalona, Badalona 2, Esplugas de Llobregat, Gavá, Granollers, Hospitalet de Llobregat, Mataró, 3 en Sabadell, Viladecans. Y también: A Coruña, Alicante, Almería, Barakaldo, 3 centros en Bilbao, Burgos, Castellón, Córdoba, Elche, Estepona, Girona, 2 centros en Granada, Huelva, Irún, 2 centros en Jaén, La Línea, León, 3 centros en Málaga, Mallorca, Marbella, 2 centros en Murcia, Oviedo, Salamanca, 3 centros en Sevilla, Tarragona, Toledo, Torrevieja, 2 centros en Valencia, Valladolid, Vill",10990,EUR,Murcia,2023-02-04,2023-02-04,FLEXICAR M.,"Para Comprar o Vender tu coche, Primero en FLEXICAR.ES. Somos los nº1 con la mayor red de concesionarios de España de vehículos de segunda mano, seminuevos y km 0. Visita nuestra web www.flexicar.es y pide cita en tu concesionario más cercano","Jardín General Palarea, Calle Sierra de Peñarrubia, El Ranero, San Basilio, Murcia, Área Metropolitana de Murcia, Región de Murcia, 30009, España",30005.0,Murcia,ES,True,www.flexicar.es,2021-05-14,2023-02-07
car,SsangYong,Korando,D20T 175cv Limited Auto 4x4,Diésel,2014,114000.0,175.0,,automatic,,10,"OFERTAS SAN VALETÍN FLEXICAR,¡hasta un 20% de descuento! Para comprar o vender tu coche, primero en FLEXICAR.ES *** Con más de 75 concesionarios y más de 6500 vehículos en stock, ¡somos el grupo líder del sector en vehículos de ocasión! *** Vehículo disponible en nuestro concesionario Flexicar Xativa, Ctra. de Simat, S/N, Apto Correos 102, 46800 Xàtiva, Valencia. Te lo enviamos a cualquier punto de la península y Baleares. Entrega a domicilio. *** Precio al contado: 13.990 €. *** Precio financiado: 10.990 € financiando el 100% del importe (sujeto a condiciones de financiación de las entidades colaboradoras). *** Si tu coche tiene menos de 8 años o lo entregas como parte de pago, tienes asegurada la mejor tasación del mercado. Tásalo ahora en flexicar.es. *** La propuesta integral de Flexicar incluye: todos los trámites vinculados a la compra, seguro en todas sus modalidades, garantía Flexicar Premium y financiación del 100% del importe. *** HORARIO ATENCIÓN TELEFÓNICA: de lunes a sábado, de 9:00 a 20:30; Domingos, de 10:00 a 14:00 y de 16:30 a 20:30. *** Encuentra tu vehículo km 0, seminuevo o de ocasión en la mayor red de concesionarios de España. ¡VEN A VISITARNOS! HORARIO DE APERTURA: de lunes a sábado, de 9:30 a 20:30. *** 14 concesionarios en Madrid: Alcalá de Henares, Alcobendas, Alcorcón, Aravaca, Coslada, Fuenlabrada, Getafe-Fuenlabrada, Las Rozas, Leganés, Móstoles, 2 centros en Rivas Vaciamadrid, San Fernando, San Sebastián de los Reyes. *** 11 concesionarios en Barcelona: Badalona, Badalona 2, Esplugas de Llobregat, Gavá, Granollers, Hospitalet de Llobregat, Mataró, 3 en Sabadell, Viladecans. Y también: A Coruña, Alicante, Almería, Barakaldo, 3 centros en Bilbao, Burgos, Castellón, Córdoba, Elche, Estepona, Girona, 2 centros en Granada, Huelva, Irún, 2 centros en Jaén, La Línea, León, 3 centros en Málaga, Mallorca, Marbella, 2 centros en Murcia, Oviedo, Salamanca, 3 centros en Sevilla, Tarragona, Toledo, Torrevieja, 2 centros en Valencia, Valladolid, Vill",10990,EUR,Palma de Mallorca,2023-02-04,2023-02-07,Flexicar Palma M.,"Para Comprar o Vender tu coche, Primero en FLEXICAR.ES. Somos los nº1 con la mayor red de concesionarios de España de vehículos de segunda mano, seminuevos y km 0. Visita nuestra web www.flexicar.es y pide cita en tu concesionario más cercano","Carrer de Jaume Duràn, Canavall, Palma, Illes Balears, 07012, España",7003.0,Palma de Mallorca,ES,True,www.flexicar.es,2022-04-08,2023-02-07
car,SsangYong,Korando,2.0 TD Premium 4x4,Diésel,2012,151037.0,175.0,,automatic,,10,"AUTOHERO | Compra tu coche online fácilmente. Además, aceptamos coches como forma de pago, realiza tu tasación online en autohero.com - ¡Paga en la entrega! Ahora puedes ver tu nuevo coche en casa, comprobar su estado y luego pagarlo íntegramente ¡Todo durante la entrega! - Si finalmente no te convence, tienes garantía de devolución de 21 días o 500km. - Garantía Autohero de 12 meses gratuita y extensible en hasta 36 meses. Características del vehículo: - Sistema de navegación - Cámara de marcha atrás - Techo corredizo - Asientos delanteros calefactados - Tracción total - Dispositivo manos libres Bluetooth - Libro de mantenimiento - Climatizador automático - Elevalunas eléctricas Ven a visitarnos en nuestro Showroom en Extrarradio Pontones, 45224 Seseña, Toledo para ver una selección de nuestro stock. ¡Llamanos y pide tu cita! (Horario visitas: L-V de 10-19 y S de 10-14) BX87609",9799,EUR,Madrid,2023-02-03,2023-02-06,AUTOHERO SESEÑA M.,"Concesionario con proceso de compra online con una garantía de devolución de 21 días o 500km. ¡Ven a visitarnos en nuestro Showroom en Extrarradio Pontones, 45224 Seseña, Toledo para ver nuestro stock disponible! 

Más información en: www.autohero.co","Dña. Berenguela, Paseo de Argentina, Jerónimos, Retiro, Madrid, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28014, España",28014.0,Madrid,ES,True,https://www.autohero.com/es/,2018-02-07,2023-02-07
car,SsangYong,Korando,2.0 TD Premium 4x4,Diésel,2012,151037.0,175.0,,automatic,,10,"AUTOHERO | Compra tu coche online fácilmente. Además, aceptamos coches como forma de pago, realiza tu tasación online en autohero.com - ¡Paga en la entrega! Ahora puedes ver tu nuevo coche en casa, comprobar su estado y luego pagarlo íntegramente ¡Todo durante la entrega! - Si finalmente no te convence, tienes garantía de devolución de 21 días o 500km. - Garantía Autohero de 12 meses gratuita y extensible en hasta 36 meses. Características del vehículo: - Sistema de navegación - Cámara de marcha atrás - Techo corredizo - Asientos delanteros calefactados - Tracción total - Dispositivo manos libres Bluetooth - Libro de mantenimiento - Climatizador automático - Elevalunas eléctricas Ven a visitarnos en nuestro Showroom en Extrarradio Pontones, 45224 Seseña, Toledo para ver una selección de nuestro stock. ¡Llamanos y pide tu cita! (Horario visitas: L-V de 10-19 y S de 10-14) BX87609",9799,EUR,Barcelona,2023-02-03,2023-02-05,AUTOHERO BARCELONA ..,"Concesionario con proceso de compra online con una garantía de devolución de 21 días o 500km. ¡Ven a visitarnos en nuestro Showroom en Extrarradio Pontones, 45224 Seseña, Toledo para ver nuestro stock disponible! 

Más información: www.autohero.com","6, Plaça de Tetuan, la Dreta de l'Eixample, Eixample, Barcelona, Barcelonès, Barcelona, Catalunya, 08010, España",8007.0,Barcelona,ES,True,https://www.autohero.com/es/,2019-05-17,2023-02-07
car,SsangYong,Korando,2.2 TD Premium 4x2,Diésel,2015,112539.0,178.0,,manual,,10,"AUTOHERO | Compra tu coche online fácilmente. Además, aceptamos coches como forma de pago, realiza tu tasación online en autohero.com - ¡Paga en la entrega! Ahora puedes ver tu nuevo coche en casa, comprobar su estado y luego pagarlo íntegramente ¡Todo durante la entrega! - Si finalmente no te convence, tienes garantía de devolución de 21 días o 500km. - Garantía Autohero de 12 meses gratuita y extensible en hasta 36 meses. Características del vehículo: - Cámara de marcha atrás - Asientos delanteros calefactables - Techo panorámico - Libro de mantenimiento - Control de crucero - Climatizador automático - Sistema de anclajes ISOFIX - Elevalunas eléctricas Ven a visitarnos en nuestro Showroom en Extrarradio Pontones, 45224 Seseña, Toledo para ver una selección de nuestro stock. ¡Llamanos y pide tu cita! (Horario visitas: L-V de 10-19 y S de 10-14) YP10500",13299,EUR,Barcelona,2023-02-03,2023-02-06,AUTOHERO BARCELONA ..,"Concesionario con proceso de compra online con una garantía de devolución de 21 días o 500km. ¡Ven a visitarnos en nuestro Showroom en Extrarradio Pontones, 45224 Seseña, Toledo para ver nuestro stock disponible! 

Más información: www.autohero.com","6, Plaça de Tetuan, la Dreta de l'Eixample, Eixample, Barcelona, Barcelonès, Barcelona, Catalunya, 08010, España",8007.0,Barcelona,ES,True,https://www.autohero.com/es/,2019-05-17,2023-02-07
car,SsangYong,Korando,D20T 149cv Limited 4x2,Diésel,2015,143978.0,150.0,,manual,,10,"AUTOHERO | Compra tu coche online fácilmente. Además, aceptamos coches como forma de pago, realiza tu tasación online en autohero.com - ¡Paga en la entrega! Ahora puedes ver tu nuevo coche en casa, comprobar su estado y luego pagarlo íntegramente ¡Todo durante la entrega! - Si finalmente no te convence, tienes garantía de devolución de 21 días o 500km. - Garantía Autohero de 12 meses gratuita y extensible en hasta 36 meses. Características del vehículo: - Techo panorámico de cristal - Sistema de navegación - Conexión Bluetooth para smartphone - Control de crucero (Tempomat) - Climatizador automático - Elevalunas eléctricas - Barras portaequipajes en techo Ven a visitarnos en nuestro Showroom en Extrarradio Pontones, 45224 Seseña, Toledo para ver una selección de nuestro stock. ¡Llamanos y pide tu cita! (Horario visitas: L-V de 10-19 y S de 10-14) MS64501",11099,EUR,Madrid,2023-02-01,2023-02-05,AUTOHERO SESEÑA M.,"Concesionario con proceso de compra online con una garantía de devolución de 21 días o 500km. ¡Ven a visitarnos en nuestro Showroom en Extrarradio Pontones, 45224 Seseña, Toledo para ver nuestro stock disponible! 

Más información en: www.autohero.co","Dña. Berenguela, Paseo de Argentina, Jerónimos, Retiro, Madrid, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28014, España",28014.0,Madrid,ES,True,https://www.autohero.com/es/,2018-02-07,2023-02-07
car,SsangYong,Korando,1.5 Line 4x2,Gasolina,2020,35986.0,163.0,,manual,,10,"AUTOHERO | Compra tu coche online fácilmente. Además, aceptamos coches como forma de pago, realiza tu tasación online en autohero.com - ¡Paga en la entrega! Ahora puedes ver tu nuevo coche en casa, comprobar su estado y luego pagarlo íntegramente ¡Todo durante la entrega! - Si finalmente no te convence, tienes garantía de devolución de 21 días o 500km. - Garantía Autohero de 12 meses gratuita y extensible en hasta 36 meses. Características del vehículo: - Único propietario - Cámara de marcha atrás - Dispositivo manos libres Bluetooth - Control de crucero - Climatizador automático - Isofix - Elevalunas eléctricas delante Ven a visitarnos en nuestro Showroom en Extrarradio Pontones, 45224 Seseña, Toledo para ver una selección de nuestro stock. ¡Llamanos y pide tu cita! (Horario visitas: L-V de 10-19 y S de 10-14) PV24372",19499,EUR,Barcelona,2023-02-01,2023-02-05,AUTOHERO BARCELONA ..,"Concesionario con proceso de compra online con una garantía de devolución de 21 días o 500km. ¡Ven a visitarnos en nuestro Showroom en Extrarradio Pontones, 45224 Seseña, Toledo para ver nuestro stock disponible! 

Más información: www.autohero.com","6, Plaça de Tetuan, la Dreta de l'Eixample, Eixample, Barcelona, Barcelonès, Barcelona, Catalunya, 08010, España",8007.0,Barcelona,ES,True,https://www.autohero.com/es/,2019-05-17,2023-02-07
